,captions,designer_explanation,question_answering_pairs,image_url,selected_caption,need_fix,question,answer,question_answer_pair,normal_question,weird_answer,gpt4_captioning,crowd_captions,image_id
70,a plate of spaghetti and a spoon on a black background,"The shape of the spaghetti enforces the use of a fork that can collect them between its teeth, in contrast to a spoon that makes the eating process of them impossible.","[[""What sits on a plate of spaghetti?"", ""A spoon""], [""What is served with a metal spoon?"", ""Spaghetti""], [""What color is the plate the spaghetti is served on?"", ""a black plate""], [""What is spaghetti served with?"", ""a metal spoon""], [""What is a plate of spaghetti served with?"", ""a spoon""], [""What sauce is on the spaghetti in the illustration?"", ""marinara sauce""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/2e2b11c49374de3348280f8b41e35d56d7dff5ba3098a37879826593ea09886d.png,A plate of spaghetti is served with a spoon,,What color is the plate on which the spaghetti with the spoon is served?,a black plate,"[""What color is the plate on which the spaghetti with the spoon is served?"", ""a black plate""]",What sits on a plate of spaghetti?,A spoon,"""A delectable plate of spaghetti with rich tomato sauce, garnished with fresh basil leaves, ready to be savored.""","[""A plate of spaghetti is served with a spoon."", ""A serving of spaghetti with marinara sauce on a black plate with a spoon."", ""Spaghetti is served with a metal spoon."", ""A spoon sits on a plate of spaghetti."", ""A plate of spaghetti with a spoon""]",2e2b11c49374de3348280f8b41e35d56d7dff5ba3098a37879826593ea09886d
71,the inside of an old car with a steering wheel in the middle of the car,"The steering wheel of a car must be placed in front of the seat of driver, so placing it between both frontal seats is pointless.","[[""What has a steering wheel?"", ""A boat""], [""What kind of car is pictured?"", ""A vintage car""], [""A car has what?"", ""a center steering wheel""], [""What is the car traveling on?"", ""a road""], [""What does a boat have?"", ""a steering wheel""], [""A car's steering wheel is in front of what part of the dash?"", ""the center""], [""The steering wheel is in front of the center of what?"", ""the dash""], [""A car with the steering wheel right in the middle of what?"", ""the dash board""], [""The steering wheel is in the center of what?"", ""the dashboard""], [""Where is the steering wheel positioned on the dashboard of a typical car?"", ""the middle""], [""What is in the center of the dashboard of the vintage car?"", ""the steering wheel""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/499d26e829c6a94a8a3cbb22976581a99d46bc39e9b74b314ebdba08e4842fe4.png,car with the steering wheel right in the middle of the dash board,,What kind of car has a centred steering wheel?,A vintage car,"[""What kind of car has a centred steering wheel?"", ""A vintage car""]",What has a steering wheel?,A boat,"""Through the windshield of time: A nostalgic view from the driver's seat of a vintage car.""","[""A boat has a steering wheel."", ""A vintage car traveling down a road with the steering wheel in the center of the dashboard."", ""A car has a center steering wheel."", ""A car's steering wheel is in front of the center of the dash."", ""A car with the steering wheel right in the middle of the dash board""]",499d26e829c6a94a8a3cbb22976581a99d46bc39e9b74b314ebdba08e4842fe4
72,a fortune teller is sitting at a table with a basketball in her hand,"Fortune tellers use crystal balls to make predictions, so a basketball is an ineffective tool for this purpose.","[[""Who holds a small basketball while sitting at a table with lit candles and fortune telling cards?"", ""A fortune teller""], [""Who is using a basketball to predict the future?"", ""A gypsy fortune teller""], [""What is a gypsy fortune teller using to predict the future?"", ""a basketball""], [""What kind of room is the fortune teller in?"", ""a candlelit room""], [""What is the sorcerous trying to tell?"", ""a fortune""], [""What is the fortune teller holding?"", ""a small basketball""], [""What is the fortune teller sitting at?"", ""a table""], [""Where is the sorceress sitting?"", ""her room""], [""What is on the table with the fortune telling cards?"", ""lit candles""], [""Who is the fortune teller?"", ""sorcerous sitting""], [""A fortune teller sits in her room of what?"", ""sorcery""], [""What does a clairvoyant predict with a basketball?"", ""the future""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/ab92a5ec8e250b74cbecf9e2379fb67fce2c14ece029f84c07486e2123d4dd97.png,A fortune teller predicts the future with a basketball.,,What does a clairvoyant predict with a basketball?,the future,"[""What does a clairvoyant predict with a basketball?"", ""the future""]",What is a gypsy fortune teller using to predict the future?,a basketball,"""In the dim candlelight, the mystic gazes intently into the glowing basketball, seeking visions of the future.""","[""A fortune teller predicts the future with a basketball."", ""a fortune telling sorcerous sitting in her room of sorcery holds a basketball between her hands to tell a fortune"", ""A fortune teller holding a basketball in a candlelit room looking pensive."", ""A gypsy fortune teller is using a basketball to predict the future."", ""A fortune teller holds a small basketball while sitting at a table with lit candles and fortune telling cards.""]",ab92a5ec8e250b74cbecf9e2379fb67fce2c14ece029f84c07486e2123d4dd97
73,Albert Einstein in a suit holding a cell phone,"Albert Einstein died in 1955, decades before the first smartphone was invented (1994).","[[""Who is shown holding a smart phone and stylus?"", ""Albert Einstein""], [""What is Albert Einstein holding?"", ""a cell phone""], [""What is Albert Einstein holding?"", ""a smartphone""], [""Einstein is holding a smart phone and what other item?"", ""stylus""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/f7139dba8091564751ebd1902d1b6f71600a6c2bcf3bc7d8c125d8ec5bad27c0.png,Albert Einstein is holding a smartphone.,,Einstein is holding a smart phone and what other item?,stylus,"[""Einstein is holding a smart phone and what other item?"", ""stylus""]",Who is shown holding a smart phone and stylus?,Albert Einstein,"""Timeless genius meets modern technology.""","[""Albert Einstein is holding a smartphone."", ""Albert Einstein standing in a room holding a smart phone and stylus."", ""Albert Einstein is using a smartphone."", ""Albert Einstein holding a cell phone."", ""Albert Einstein using a smartphone""]",f7139dba8091564751ebd1902d1b6f71600a6c2bcf3bc7d8c125d8ec5bad27c0
74,a green stop sign on the side of a street,"A green stop sign has a contradictory meaning because the green color means go, whereas the standard stop sign has the red color red means caution.","[[""A green stop sign stands next to what?"", ""a road""], [""A green stop sign stands next to a road near what?"", ""buildings""], [""On what part of the street is the stop sign located?"", ""the edge""], [""A green stop sign is beside what?"", ""the road""], [""What is on the sign?"", ""the word""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/e5d26516f0ed8357439e911a7056b0f506e23c871363441422f38790d59b1d30.png,A green stop sign on a pole.,,A green stop sign stands next to what?,a road,"[""A green stop sign stands next to what?"", ""a road""]",On what part of the street is the stop sign located?,the edge,"""An unusual green stop sign stands out on a quiet, misty street.""","[""A green stop sign is beside the road."", ""A green stop sign stands next to a road near buildings"", ""A green stop sign is standing on the edge of an empty city street."", ""A green stop sign on a pole."", ""A green octagon-shaped sign with the word STOP on it""]",e5d26516f0ed8357439e911a7056b0f506e23c871363441422f38790d59b1d30
75,a woman in a wedding dress holding a bouquet of twigs,"A wedding bouquet traditionally consists of flowers, not of thorns that are dull, dangerous, and can even hurt people when a bride tosses such a bouquet.","[[""What is holding a bundle of spiked wood?"", ""A bride""], [""What does a bride hold of thorns?"", ""a bouquet""], [""In what is the bride wearing?"", ""a wedding dress""], [""What kind of flowers is the bride holding?"", ""dead flowers""], [""What is the bundle the bride is holding?"", ""spiked wood""], [""Besides dead flowers, what else is in the bride's bouquet?"", ""sticks""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/065a45abb0e05241aadf7bfd96ddf2820bb6f2e3b56f4c2eb5657b9ccc46b6be.png,A bride holds a bouquet of thorns.,,"Besides dead flowers, what else is in the bride's bouquet?",sticks,"[""Besides dead flowers, what else is in the bride's bouquet?"", ""sticks""]",What is the bundle the bride is holding?,spiked wood,"""A bride embraces nature's raw beauty with a unique bouquet of twigs and dried flowers, symbolizing strength and resilience.""","[""A bride holds a bouquet of thorns."", ""A bride in a white dress and veil poses for a photo holding a bouquet of dead flowers and sticks."", ""A bride is holding a bundle of spiked wood."", ""A bride is holding a bouquet of thorns."", ""A bride in a wedding dress carrying a bouquet of thorns.""]",065a45abb0e05241aadf7bfd96ddf2820bb6f2e3b56f4c2eb5657b9ccc46b6be
76,a man sleeping on a rock,"A sleeping pillow is a product designed to be flexible and soft and to provide support to the neck, so sleeping on a rock instead of a pillow is uncomfortable and can even cause injuries.","[[""Who rests his head on a stone pillow?"", ""A man""], [""What is the man sleeping on the boulder covered with?"", ""a grey blanket""], [""What does the man rest his head on?"", ""a stone pillow""], [""Where is the man sleeping?"", ""indoors""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/a354b6e4911c6be6c0b0a11a946a56ab560fe67ba5afc4c9d15a4013ebfaa83b.png,A man rests his head on a stone pillow,,What is the man sleeping on the boulder covered with?,a grey blanket,"[""What is the man sleeping on the boulder covered with?"", ""a grey blanket""]",What does the man rest his head on?,a stone pillow,"""Finding comfort in the unlikeliest of places.""","[""A man rests his head on a stone pillow."", ""A man is sleeping indoors with his head on a large rock."", ""A man is sleeping with his head on a large rock."", ""A man is sleeping peacefully with his head supported by a rock."", ""A man covered up with a grey blanket sleeps on a large boulder.""]",a354b6e4911c6be6c0b0a11a946a56ab560fe67ba5afc4c9d15a4013ebfaa83b
78,a crocodile is floating in a body of water with a arctic weather and environment,"Crocodiles live in subtropical and tropical freshwater wetlands, so it is not likely to see a crocodile in a frozen habitat.","[[""What walks on ice-filled water?"", ""A crocodile""], [""A crocodile standing on top of what type of water?"", ""a body""], [""A crocodile is walking on what?"", ""a frozen lake""], [""What type of water is this crocodile in?"", ""an icy body""], [""What does a crocodile walk on?"", ""ice filled water""], [""The crocodile is swimming between what?"", ""icebergs""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/b931942a67269ef57dc27740fd0da057f28094a5bd5a40283674e7124f89e7c9.png,A crocodile is walking on a frozen lake.,,What does a crocodile do on a frozen lake?,standing with his mouth open,"[""What does a crocodile do on a frozen lake?"", ""standing with his mouth open""]",What walks on a frozen lake?,A crocodile,"""An unexpected encounter: A crocodile navigates through icy waters.""","[""A crocodile is swimming between icebergs."", ""A crocodile is walking on a frozen lake."", ""A crocodile walks on ice filled water."", ""An crocodile standing on top of a body of water."", ""A crocodile on an icy body of water""]",b931942a67269ef57dc27740fd0da057f28094a5bd5a40283674e7124f89e7c9
79,a moose standing in a body of water with a tropical weather and environment,"Moose have physical characteristics adapted to living in subarctic climates, like the Northern Hemisphere, so it is impossible to see them in tropical habitats. ","[[""What is standing in the shallow end of a body of water in a tropical climate?"", ""A moose""], [""A moose standing in the shallow end of what kind of water in a tropical climate?"", ""a body""], [""In what kind of climate is the moose pictured?"", ""a tropical climate""], [""A moose is standing in the sea near what?"", ""a tropical island""], [""What is in the background of the photo of the moose in the water?"", ""palm trees""], [""Where are palm trees located in this photograph?"", ""the background""], [""A moose wades in the ocean by what?"", ""the beach""], [""Where is a moose?"", ""the beach water""], [""Where is the moose in this picture standing?"", ""the blue sea""], [""What does the moose wade in?"", ""the ocean""], [""In what part of the water is the moose standing in?"", ""the shallow end""], [""In what kind of water is the moose in the photo wading?"", ""tropical water""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/47f32f38b0df984700e860f131199d5f90857ec6ed2dcbca84619541d73eb1b8.png,A moose standing in the shallow end of a body of water in a tropical climate.,,"In a tropical climate, in what part of the water is the moose standing?",the shallow end,"[""In a tropical climate, in what part of the water is the moose standing?"", ""the shallow end""]",What is standing in the shallow end of a body of water in a tropical climate?,A moose,"""Moose on a tropical vacation: Embracing the island life!""","[""A moose wades in the ocean by the beach."", ""A moose wades deep into tropical water with palm trees in the background."", ""A moose standing in the shallow end of a body of water in a tropical climate."", ""A moose is in the beach water."", ""A moose standing in the blue sea near a tropical island""]",47f32f38b0df984700e860f131199d5f90857ec6ed2dcbca84619541d73eb1b8
80,a kiwi is standing in a green bamboo forest,"Kiwi birds are found in New Zealand, but bamboo forests are found north of it, so it is impossible to see a kiwi bird in a bamboo forest habitat.","[[""What is in the green forest?"", ""A kiwi""], [""What is surrounded by bamboo?"", ""A kiwi bird""], [""A kiwi bird is in what kind of jungle?"", ""a bamboo jungle""], [""What is the kiwi bird in?"", ""a green bamboo forest""], [""What is the kiwi in?"", ""a green forest""], [""What is a kiwi bird surrounded by?"", ""bamboo""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/5c24a3405ed1a2ebb350526fecec11f6f6ee208c1d35b3d339fd52942c549b40.png,A kiwi bird in a green bamboo forest,,What does the kiwi bird do in the bamboo forest?,standing,"[""What does the kiwi bird do in the bamboo forest?"", ""standing""]",What is in the green forest?,A kiwi,"""A kiwi bird explores the lush, green bamboo forest.""","[""A kiwi bird is surrounded by bamboo."", ""A kiwi in a green forest"", ""A kiwi bird is in a bamboo jungle."", ""A kiwi bird is running around in a bamboo patch"", ""A kiwi bird in a green bamboo forest""]",5c24a3405ed1a2ebb350526fecec11f6f6ee208c1d35b3d339fd52942c549b40
81,the sphinx and pyramids are covered in snow,"The Great Sphinx of Giza is located in a desert area of Egypt, which is a warm and precipitation-free area, so it is unlikely to see it covered with snow.","[[""What famous monuments are covered in a blanket of snow?"", ""Egyptian""], [""What is covered in a blanket of snow?"", ""Famous Egyptian monuments""], [""Where is the Great Sphinx located?"", ""Giza""], [""What is covered in snow?"", ""Sphinx""], [""Which Sphinx is shown covered in snow?"", ""The Great Sphinx""], [""What is covered in snow?"", ""The Sphinx""], [""What has snow become to famous Egyptian monuments?"", ""a blanket""], [""What is the Great Sphinx of Giza covered in?"", ""snow""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/cefa4f7015a4fad20a1bf1bf77cda07a85d3e9d130326b91295a34d985e0027d.png,The Great Sphinx of Giza is shown covered in snow.,,"What else, besides the Pyramids of Egypt, is covered in snow?",The Great Sphinx,"[""What else, besides the Pyramids of Egypt, is covered in snow?"", ""The Great Sphinx""]",What famous monuments are covered in a blanket of snow?,Egyptian,"""Ancient Wonders in a Winter Wonderland: The Sphinx and Pyramids Blanketed in Snow""","[""The Great Sphinx of Giza is shown covered in snow."", ""Famous Egyptian monuments are coved in a blanket of snow."", ""The Sphinx and Great Pyramid are covered in a thick layer of snow"", ""The Great Sphinx of Giza is covered in snow."", ""The Sphinx is covered in snow.""]",cefa4f7015a4fad20a1bf1bf77cda07a85d3e9d130326b91295a34d985e0027d
82,portugal's cristiano ronaldo holds the world cup trophy,"Cristiano Ronaldo has never won the FIFA World Cup trophy, so he could never be seen holding it on a court in a victory photo.","[[""Who is pictured holding the World Cup trophy?"", ""Christano Ronaldo""], [""Who is holding the world cup trophy?"", ""Cristiano Ronaldo""], [""Which trophy is Ronaldo holding?"", ""World Cup""], [""What is Cristiano Ronaldo's profession?"", ""a Portuguese professional soccer player""], [""What does Cristiano Ronaldo hold?"", ""a world cup trophy""], [""What trophy is Cristiano Ronaldo holding?"", ""the FIFA World Cup""], [""What is Cristiano Ronaldo holding?"", ""the FIFA World Cup trophy""], [""What does Cristiano Ronaldo hold?"", ""the World Cup""], [""What is Christano Ronaldo holding?"", ""the soccer World Cup trophy""], [""What is Cristiano Ronaldo holding?"", ""the world cup trophy""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/937d9f37a91d1cce4c184e41ba43df8cdb3f3039b5c098805a51cf06aaa889c2.png,Cristiano Ronaldo holding the FIFA World Cup trophy,,What colors is the FIFA World Cup trophy that Cristiano Ronaldo is holding?,Gold and black,"[""What colors is the FIFA World Cup trophy that Cristiano Ronaldo is holding?"", ""Gold and black""]",Who is pictured holding the World Cup trophy?,Christano Ronaldo,"""Triumphant moment: A football player proudly holds the golden trophy, celebrating victory with his team.""","[""Cristiano Ronaldo holds a world cup trophy."", ""Cristiano Ronaldo is holding the world cup trophy."", ""Christano Ronaldo holding the soccer World Cup trophy."", ""Cristiano Ronaldo, a Portuguese professional soccer player holds the World Cup."", ""Cristiano Ronaldo holding the FIFA World Cup trophy""]",937d9f37a91d1cce4c184e41ba43df8cdb3f3039b5c098805a51cf06aaa889c2
83,polar bear in the desert stock photo,"Polar bears live in the Arctic where it is very cold, so seeing one walking across the desert is unlikely.","[[""A polar bear is standing on what?"", ""a desert hill""], [""What is a polar bear standing on?"", ""a sand dune""], [""What is the polar bear walking across?"", ""a sandy desert""], [""What is the polar bear walking over?"", ""sandy dunes""], [""A polar bear is walking in what?"", ""the desert""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/c013d30700572cf16c6ea700a4ffd244dce97b92a0e82427bfaff894fb739898.png,A polar bear is walking in the desert.,,What does the polar bear do in the desert?,walking,"[""What does the polar bear do in the desert?"", ""walking""]",A polar bear is standing on what?,a desert hill,"""A polar bear explores the vast, sandy dunes of an unexpected desert landscape.""","[""A polar bear is standing on a sand dune."", ""A polar bear is walking in the desert."", ""A polar bear walking over sandy dunes in the desert."", ""A polar bear is standing on a desert hill."", ""A polar bear walking across a sandy desert.""]",c013d30700572cf16c6ea700a4ffd244dce97b92a0e82427bfaff894fb739898
84,a hippo in the water with mountains in arctic environment in the background.,"Hippos are African animals that live in warm climates, so they cannot be found in freezing areas.","[[""What stands in an icy lake on a sunny day?"", ""A hippo""], [""What is in a cold lake surrounded by snow and frozen mountains?"", ""A hippopotamus""], [""What is the hippopotamus in?"", ""a cold lake""], [""A hippopotamus stands in what on a sunny day?"", ""an icy lake""], [""What is the hippo in?"", ""icy water""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/4ab096ca3c18130ec58403c5a8cc544f9a862a265217d91f8de1b09641497276.png,A hippo is swimming in a freezing environment.,,What does the hippo do in the freezing water?,swimming,"[""What does the hippo do in the freezing water?"", ""swimming""]",What is in a cold lake surrounded by snow and frozen mountains?,A hippopotamus,"""A hippo enjoying a refreshing dip in icy waters with a stunning snowy mountain backdrop.""","[""A hippopotamus is wading in an icy lake."", ""A hippopotamus is in a cold lake that is surrounded by snow and frozen mountains."", ""A hippo stands in an icy lake on a sunny day."", ""A hippo is swimming in a freezing environment."", ""A hippo wading in icy water by a snow covered mountain range.""]",4ab096ca3c18130ec58403c5a8cc544f9a862a265217d91f8de1b09641497276
85,a little girl in a red cloak and a little hood is looking at a fox in the woods,"In the famous folklore, Little Red Riding Hood meets a wolf, not a fox.","[[""Who is in the red cape?"", ""A boy""], [""Who approaches Little Red Riding Hood in the woods?"", ""A large fox""], [""Who is shown looking into the eyes of a fox?"", ""Little Red Riding""], [""Who is face to face with a fox in the woods?"", ""Little Red Riding Hood""], [""Who is shown staring into the eyes of a fox?"", ""Little Red Riding hood""], [""Who is Little Red Riding Hood face to face with in the woods?"", ""a fox""], [""What is the boy wearing?"", ""a red cape""], [""What part of the fox is Little Red Riding Hood staring at?"", ""the eyes""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/c635886a9dbaacc6ad26f5175e770879bcb2247e984b964ffc8b76645142c5ea.png,This image features Little Red Riding hood staring into the eyes of a fox,,What part of the fox is Little Red Riding Hood staring at?,the eyes,"[""What part of the fox is Little Red Riding Hood staring at?"", ""the eyes""]",Who approaches Little Red Riding Hood in the woods?,A large fox,"""An enchanting encounter in the mystical forest: Little Red Riding Hood meets the wise fox.""","[""This image features Little Red Riding hood staring into the eyes of a fox."", ""A little girl standing next to a wolf"", ""A boy in a red cape looks at a wolf."", ""A large fox approaches Little Red Riding Hood in the woods."", ""Little Red Riding Hood is face to face with a fox in the woods.""]",c635886a9dbaacc6ad26f5175e770879bcb2247e984b964ffc8b76645142c5ea
86,abraham lincoln and obama shaking hands,"Barack Obama became the US president in 2009 and was born in 1961, while Abraham Lincoln became the US president in 1861 and was murdered in 1865, so they could not be seen together.","[[""Who is shaking hands with Barack Obama?"", ""Abraham Lincoln""], [""Who is Abraham Lincoln shaking hands with in this photo?"", ""Barack Obama""], [""Which former president did Obama shake hands with?"", ""Lincoln""], [""Which former president shook hands with former President Lincoln?"", ""Obama""], [""Who is President Obama shown shaking hands with?"", ""President Lincoln""], [""Who was former President Obama shaking hands with?"", ""former President Lincoln""], [""In what building did Obama and Lincoln meet?"", ""the white house""], [""What were both men wearing?"", ""tuxedos""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/26ccfdcd59a27eafa3c8ade48d5dbdb2915caf147791b7e688985dadb8a54620.png,President Obama and President Lincoln are shaking hands.,,In what building did Obama and Lincoln meet?,the white house,"[""In what building did Obama and Lincoln meet?"", ""the white house""]",Who is shaking hands with Barack Obama?,Abraham Lincoln,"""A historic handshake: Two iconic figures meet in a timeless moment.""","[""President Obama and President Lincoln are shaking hands."", ""Barack Obama and Abraham Lincoln shake hands in the white house."", ""Abraham Lincoln is shaking hands with Barack Obama."", ""Barack Obama and Abraham Lincoln, both wearing tuxedos and shaking hands"", ""Former President Obama shaking hands with former President Lincoln""]",26ccfdcd59a27eafa3c8ade48d5dbdb2915caf147791b7e688985dadb8a54620
88,a group of penguins flying over icebergs,"Penguins are flightless birds, and their wings are used for swimming.","[[""How many penguins are flying above the water?"", ""Five""], [""How many penguins are flying above the water?"", ""Five penguins""], [""What animal flies over an artic environment?"", ""Penguins""], [""What do penguins fly over?"", ""an an artic environment""], [""What do penguins do when they leave the water?"", ""flight""], [""What are flying in the sky?"", ""penguins""], [""Where is the group of penguins flying?"", ""the sky""], [""From where do penguins take flight?"", ""the water""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/c5ef9846bb41a5ec727986575bcd6591698f9e70b3be1f8de51f92deefa00df6.png,Penguins fly over an an artic environment.,,How many penguins are flying above the water?,Five,"[""How many penguins are flying above the water?"", ""Five""]",What do penguins do when they leave the water?,flight,"""Penguins take flight in a stunning display of agility and grace over the icy Antarctic landscape.""","[""Penguins take flight from the water"", ""Penguins fly over an an artic environment."", ""A group of penguins are flying in the sky."", ""Five penguins flying above the water."", ""A group of penguins flying over the water""]",c5ef9846bb41a5ec727986575bcd6591698f9e70b3be1f8de51f92deefa00df6
89,two walruses are swimming in the water in a tropical environment,"Walruses are large marine mammals typically found in the Arctic, so seeing them in a jungle river is unusual.","[[""How many walruses swim in a body of water located in a warm climate?"", ""2""], [""How many walruses swim in a body of water located in a warm climate?"", ""2 walruses""], [""How many walruses are swimming in a lake in a forest?"", ""Two""], [""What is swimming in a lake in a forest?"", ""Two walruses""], [""What is swimming in a body of water next to a tropical landscape?"", ""Walruses""], [""Two walruses are swimming in a lake in what type of environment?"", ""a forest""], [""What body of water are the walruses swimming in?"", ""a lake""], [""Two walruses are bathing in what?"", ""a serene jungle river""], [""What are the walruses swimming next to?"", ""a tropical landscape""], [""In what type of climate does the body of water the walruses are swimming in have?"", ""a warm climate""], [""Two walruses are swimming in what?"", ""the jungle""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/7605ff0e00bb835e76282169103fbb50f449489308da8a699ef483b7befd7528.png,Two walruses are swimming in the jungle.,,How many walruses swim in a body of water located in a warm climate?,2,"[""How many walruses swim in a body of water located in a warm climate?"", ""2""]",Two walruses are swimming in what type of environment?,a forest,"""Two walruses enjoying a serene swim in a lush, sunlit forest lagoon.""","[""Two walruses are bathing in a serene jungle river."", ""Two walruses are swimming in a lake in a forest."", ""2 walruses swim in a body of water located in a warm climate."", ""Two walruses are swimming in the jungle."", ""Walruses are swimming in a body of water next to a tropical landscape.""]",7605ff0e00bb835e76282169103fbb50f449489308da8a699ef483b7befd7528
90,a panda bear is swimming in the water and hunts a fish,"Pandas live in the China bamboo forests, subsist almost entirely on bamboo, and not hunting salmon fish like grizzly bears.","[[""What is happening in the picture?"", ""A Panda hunting""], [""What animal swims out of the water to grab a fish?"", ""A panda""], [""What is catching trout in a stream?"", ""A panda bear""], [""What animal is hunting for fish in a river?"", ""Panda""], [""What does a panda bear try to catch?"", ""a fish""], [""Where is the panda bear catching trout?"", ""a stream""], [""What is the panda hunting for in the river?"", ""fish""], [""What is the panda bear doing?"", ""fishing""], [""A panda bear is fishing rainbow trout out of what?"", ""the river""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/ca89bcc4fdabaedd1a87aa240aa196491c001672398c6e38d3419be6c726f203.png,A panda bear is catching trout in a stream,,Where is the panda bear catching trout?,a stream,"[""Where is the panda bear catching trout?"", ""a stream""]",What animal swims in the water and catches fish?,A panda,"""A panda bear splashes through a river, skillfully catching a fish in a stunning mountain landscape.""","[""A panda bear is catching trout in a stream."", ""A Panda hunting for fish in the river"", ""A panda swims out of the water to grab a fish."", ""A panda bear tries to catch a fish"", ""A panda bear is fishing rainbow trout out of the river.""]",ca89bcc4fdabaedd1a87aa240aa196491c001672398c6e38d3419be6c726f203
91,a painting of an orchid flower in the desert,White orchids are tropical plants and cannot grow in a desert climate due to their high water consumption.,"[[""What is growing in the desert?"", ""A decorative flower""], [""What flower grows in the desert?"", ""A orchid flower""], [""What grows in among the desert sand dunes?"", ""a white orchid""], [""What are white flowers growing in?"", ""sand""], [""Where does an orchid flower grow?"", ""the desert""], [""A white orchid grows in among what?"", ""the desert sand dunes""], [""In what medium is this orchid growing?"", ""the sand""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/c5a4a7673214a40d02a61e6e798b69891c965d4ed8caa561a2cdbaca102c89f5.png,A orchid flower grows in the desert.,,What color is the orchid flower growing in the desert?,White,"[""What color is the orchid flower growing in the desert?"", ""White""]",What is growing in the desert?,A decorative flower,"""Resilient Beauty: A delicate orchid blooms amidst the harsh desert sands, showcasing nature's incredible adaptability.""","[""A decorative flower is growing in the desert."", ""a white orchid grows in among the desert sand dunes"", ""A orchid flower grows in the desert."", ""White flowers growing in sand."", ""An orchid growing in the sand""]",c5a4a7673214a40d02a61e6e798b69891c965d4ed8caa561a2cdbaca102c89f5
92,a butterfly is swimming in the ocean with bubbles,"Butterflies have delicate wings and a body structure that cannot allow them to go underwater, in addition, they consume flower nectar that cannot be found in sea plants, so it is unlikely to see them in an aquatic habitat.","[[""What is swimming underwater?"", ""A butterfly""], [""What kind of colors does the butterfly have?"", ""bright colors""], [""What is in the background of the butterfly swimming in the sea?"", ""coral reefs""], [""Where does the butterfly appear to be swimming?"", ""the sea""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/4b3a760e2aa7ca6f3f73cc06f19342af5fa139c72267a38b39188e354b10fd32.png,A butterfly swimming under the ocean,,What is in the background of the butterfly swimming in the sea?,coral reefs,"[""What is in the background of the butterfly swimming in the sea?"", ""coral reefs""]",What is swimming underwater?,A butterfly,"""A vibrant butterflyfish gracefully swims through an underwater paradise, surrounded by bubbles and colorful coral.""","[""A brightly colored butterfly is swimming deep in the ocean."", ""A butterfly swimming under the ocean."", ""A butterfly flies underwater."", ""A butterfly is swimming underwater."", ""A butterfly with bright colors swimming in the sea, with coral reefs in the background""]",4b3a760e2aa7ca6f3f73cc06f19342af5fa139c72267a38b39188e354b10fd32
93,an ostrich standing on a wire,"Ostriches are flightless, so it is impossible for an ostrich to stand on a utility cable.","[[""What is standing on an overhead electrical line?"", ""An ostrich""], [""What is on a power line?"", ""An ostrich balancing""], [""What type of bird perches on a high wire?"", ""An ostritch""], [""What does an ostritch perch on?"", ""a high wire""], [""What is an ostrich balancing on?"", ""a power line""], [""What is an ostrich perched on?"", ""a powerline""], [""What is an ostrich on?"", ""a wire""], [""What is the ostrich standing on?"", ""an overhead electrical line""]]",https://whoops-benchmark.s3.amazonaws.com/whoops_images/b997f574bedc8cbb5e655105d47e657fe27df6adf0ea16df2581dbfe8875d275.png,An ostrich is on a wire,,On how many legs does the Ostrich on the wire?,2,"[""On how many legs does the Ostrich on the wire?"", ""2""]",What is standing on an overhead electrical line?,An ostrich,"""Balancing Act: An ostrich takes a high-wire stroll under the clear blue sky.""","[""An ostrich is perched on a powerline."", ""An ostrich is on a wire."", ""An ostritch perches on a high wire."", ""An ostrich is standing on an overhead electrical line."", ""An ostrich balancing on a power line.""]",b997f574bedc8cbb5e655105d47e657fe27df6adf0ea16df2581dbfe8875d275
